"ensembl","LFC_Oncogene","LFC_Replicative","LFC_DNAdamage","adj_p_Oncogene","adj_p_Replicative","adj_p_DNAdamage","sig_types","symbol","entrez","source","senescence_effect","organism"
"ENSG00000134917",-3.82282512378225,1.28842089781227,2.29450121448995,1.21972615901908e-05,0.0605186863841102,0.00217483935965934,"Oncogene/DNA-damage","ADAMTS8","11095","RNAseq","Unknown","Human"
"ENSG00000135218",3.46871754401296,1.74627033616884,2.94377830635574,0.00024607483472394,0.040375540856501,0.00089524839614251,"Oncogene/Replicative/DNA-damage","CD36","948","InnateDB/RNAseq","Unknown","Human"
"ENSG00000136014",-3.2922194489518,1.32472037713425,-1.13902276163911,8.15240253018774e-06,0.0265215816328989,0.0562733766542823,"Oncogene/Replicative","USP44","84101","RNAseq","Unknown","Human"
"ENSG00000137672",-3.58153206968402,2.35760963911282,-0.180012716640418,2.39698169051135e-05,0.00206818560871876,0.827516228197606,"Oncogene/Replicative","TRPC6","7225","RNAseq","Unknown","Human"
"ENSG00000138435",1.23137333638389,2.09983030309764,0.0230442692533109,0.0295228062217337,0.00101855520741215,0.973034511357904,"Oncogene/Replicative","CHRNA1","1134","RNAseq","Unknown","Human"
"ENSG00000138741",-2.27259074838967,-1.35135571536616,-1.02430239991441,1.3852490644337e-05,0.0130493749683655,0.0157003709212046,"Oncogene/Replicative/DNA-damage","TRPC3","7222","RNAseq","Unknown","Human"
"ENSG00000138795",1.06396213077143,1.07444609125126,0.0980793851193118,0.0264106604764715,0.0354569751261062,0.86140206472249,"Oncogene/Replicative","LEF1","51176","RNAseq","Unknown","Human"
"ENSG00000139973",-2.4783837461102,3.23147620247759,0.589913223543568,0.000216425957050009,1.24274832819904e-05,0.338906734645162,"Oncogene/Replicative","SYT16","83851","RNAseq","Unknown","Human"
"ENSG00000141469",1.62660466222696,1.540395815137,0.525350832928078,0.00139661584915271,0.0025995182031818,0.281382462489735,"Oncogene/Replicative","SLC14A1","6563","RNAseq","Unknown","Human"
"ENSG00000144339",-1.03059991288974,-0.272707767500845,0.24284206708783,0.0292265630283006,0.589244334015605,0.640354494516824,"Oncogene","TMEFF2","23671","RNAseq","Unknown","Human"
"ENSG00000144712",-2.04282993575133,0.206233278205629,-0.0089496413906283,1.03767578856832e-08,0.405648843474592,0.97331594972632,"Oncogene","CAND2","23066","RNAseq","Unknown","Human"
"ENSG00000145242",1.31675667509431,0.508555314851893,1.09852972359929,0.048199717769833,0.46033163236609,0.0797579715794052,"Oncogene","EPHA5","2044","RNAseq","Unknown","Human"
"ENSG00000145244",-2.77331069065265,-1.20564236256021,-0.395316330138371,8.75197981441154e-06,0.0197165646854602,0.448903678689529,"Oncogene/Replicative","CORIN","10699","RNAseq","Unknown","Human"
"ENSG00000145416",-1.20767992518825,-0.635175284749203,-0.232040416158344,0.00108930922047382,0.0679569567238204,0.442208761484573,"Oncogene","MARCHF1","55016","RNAseq","Unknown","Human"
"ENSG00000145703",1.90764870801162,-0.759359455484207,1.36315593000788,8.34989347740882e-07,0.0219696044592693,0.00020002829982219,"Oncogene/DNA-damage","IQGAP2","10788","RNAseq","Unknown","Human"
"ENSG00000146250",1.74018475566224,-2.04175949168998,0.859819701003562,0.0251832846384115,0.0101734812663597,0.274722622273296,"Oncogene/Replicative","PRSS35","167681","RNAseq","Unknown","Human"
"ENSG00000149201",-2.79279907106704,2.67753769104155,-0.656117510393352,6.31733798362581e-05,0.000112943390665134,0.265004284280967,"Oncogene/Replicative","CCDC81","60494","RNAseq","Unknown","Human"
"ENSG00000151468",-2.40056298244675,0.718182024886393,-0.626425006864515,7.79438491180003e-08,0.0304370274095837,0.0320286629497148,"Oncogene","CCDC3","83643","RNAseq","Unknown","Human"
"ENSG00000152804",-2.09029822103664,0.25630953346952,-0.338999107660508,7.49877439496193e-07,0.448670580012589,0.337191973770338,"Oncogene","HHEX","3087","RNAseq","Unknown","Human"
"ENSG00000153253",-4.8660079004635,3.26466392706133,0.557151002295224,1.62250992683991e-05,0.00108315783754233,0.576636391344019,"Oncogene/Replicative","SCN3A","6328","RNAseq","Unknown","Human"
"ENSG00000153982",1.31862934769022,1.06143555585586,1.283654345379,0.000309925979069552,0.00878858101968518,0.000196776342531931,"Oncogene/Replicative/DNA-damage","GDPD1","284161","RNAseq","Unknown","Human"
"ENSG00000154639",2.5723135380609,0.165296096162306,1.4374998389438,4.04763532611704e-06,0.734704727062797,0.000957194982094278,"Oncogene/DNA-damage","CXADR","1525","RNAseq","Unknown","Human"
"ENSG00000159915",-1.25329654906739,0.44844851095915,0.843122303607124,0.000106530873494079,0.0854002200488347,0.00425410479298313,"Oncogene","ZNF233","353355","RNAseq","Unknown","Human"
"ENSG00000160999",1.20819306624945,-0.116419490226545,0.490118306097058,0.0120263485437272,0.871018575259451,0.306574357657526,"Oncogene","SH2B2","10603","RNAseq","Unknown","Human"
"ENSG00000161328",1.26435802409017,0.120757237152654,0.859061811162812,0.00366223167417266,0.839881554022565,0.0430699795763144,"Oncogene","LRRC56","115399","RNAseq","Unknown","Human"
"ENSG00000162643",1.02297624899045,1.97119837609693,1.70934467671109,0.0186287858141862,6.59522254281948e-05,2.3786683223434e-05,"Oncogene/Replicative/DNA-damage","DNAI3","126820","RNAseq","Unknown","Human"
"ENSG00000163017",-2.90727949023906,2.00931706436814,-0.799184329126823,0.00032990466535821,0.00780137337487193,0.284963220072429,"Oncogene/Replicative","ACTG2","72","RNAseq","Unknown","Human"
"ENSG00000166106",-5.9151275052686,1.17312671280447,-0.480719979902859,2.7743402602973e-07,0.172717506508842,0.605140244117948,"Oncogene","ADAMTS15","170689","RNAseq","Unknown","Human"
"ENSG00000167600",1.53067078915992,1.58585862952303,1.22665845695401,0.0051807999831772,0.00702520717182349,0.0210555846533853,"Oncogene/Replicative/DNA-damage","CYP2S1","29785","RNAseq","Unknown","Human"
"ENSG00000167992",1.2639893953988,0.672255228903327,1.99596468386643,0.0151791509412128,0.282904153537247,0.00030034813587907,"Oncogene/DNA-damage","VWCE","220001","RNAseq","Unknown","Human"
"ENSG00000169306",3.04886341163752,-0.131353717749048,0.584221545546069,7.24370251389481e-11,0.602548404887729,0.0123570394386482,"Oncogene","IL1RAPL1","11141","InnateDB/RNAseq","Unknown","Human"
"ENSG00000170498",-1.43147703099177,0.401869981299713,1.89091011706876,0.0182955251818319,0.535763477162607,0.00337243667581808,"Oncogene/DNA-damage","KISS1","3814","RNAseq","Unknown","Human"
"ENSG00000171346",1.7357215538017,2.01906448193126,0.453584124699146,1.99050128460257e-05,1.04583642109135e-05,0.205934279243923,"Oncogene/Replicative","KRT15","3866","RNAseq","Unknown","Human"
"ENSG00000173391",-3.04008491884513,2.2815647183586,0.899799249579403,5.09459751933034e-05,0.00112193597859022,0.166064234729043,"Oncogene/Replicative","OLR1","4973","RNAseq","Unknown","Human"
"ENSG00000173535",2.04208286147848,0.592293442913769,1.77653358360974,2.9007381559255e-06,0.0862021156558484,8.27290033869256e-06,"Oncogene/DNA-damage","TNFRSF10C","8794","Ageing atlas/RNAseq","Unknown","Human"
"ENSG00000177076",1.64904730487518,1.01125619322127,1.54705105299431,2.32704656189039e-05,0.0062666410388672,3.03623102992499e-05,"Oncogene/Replicative/DNA-damage","ACER2","340485","RNAseq","Unknown","Human"
"ENSG00000178146",2.27654333406137,-0.541895875174304,-0.249656979685566,0.000170093537140289,0.366947997859993,0.660790097022266,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000178531",1.15563507561804,0.813399929220338,0.636391341378201,0.0110816104850961,0.149380530494054,0.146773527095401,"Oncogene","CTXN1","404217","RNAseq","Unknown","Human"
"ENSG00000179428",2.13276963298613,1.6704356335583,1.72057514178209,0.0314609037840351,0.0916200654953427,0.0811946820467275,"Oncogene","IL6-AS1","541472","RNAseq","Unknown","Human"
"ENSG00000181634",8.40953747373257,0.0638497118306877,3.95187970636101,2.0321949862596e-10,0.94451808693293,1.17843307901016e-05,"Oncogene/DNA-damage","TNFSF15","9966","CellAge/RNAseq","Induces","Human"
"ENSG00000183807",-2.46309959213733,-0.727037827539414,-0.750166279677368,1.04168491860361e-06,0.0692093269164012,0.051194732367591,"Oncogene","FAM162B","221303","RNAseq","Unknown","Human"
"ENSG00000184060",1.26563272248611,0.153549362003113,0.703374423169386,4.14626568081295e-05,0.607315099067397,0.00903897780600916,"Oncogene","ADAP2","55803","RNAseq","Unknown","Human"
"ENSG00000184374",1.2502962962984,1.28828410583701,0.869033029347937,0.00340122173936838,0.00417663660363252,0.039055191083215,"Oncogene/Replicative","COLEC10","10584","RNAseq","Unknown","Human"
"ENSG00000184524",1.42058569711207,0.445576098853137,0.86881141371981,0.00300846785118308,0.393919498130608,0.0585646195792684,"Oncogene","CEND1","51286","RNAseq","Unknown","Human"
"ENSG00000185008",-1.2325568517446,1.21178331642758,-0.0957697754288345,0.00699621831983041,0.00899574796019973,0.849128918346047,"Oncogene/Replicative","ROBO2","6092","RNAseq","Unknown","Human"
"ENSG00000187952",-1.12725786041975,-0.0595953700867742,-0.249718108556163,0.033431381660987,0.921067495956676,0.62089481848348,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000198134",-1.17476006658149,-0.524734629980471,-1.76436001664004,0.0268838377248278,0.31722205654447,0.000499807167530885,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000200087",-4.95933657377196,0.14197650939987,1.04026295333364,2.49458678719205e-05,0.890889160994762,0.242575827827958,"Oncogene","SNORA73B","26768","RNAseq","Unknown","Human"
"ENSG00000200418",-1.48346639481359,-0.375325456539882,-0.0798331497725349,0.000128463736484521,0.189384742112479,0.774483883036349,"Oncogene","SNORA63B","109617006","RNAseq","Unknown","Human"
"ENSG00000213025",-1.1456895028332,0.473189916862193,-0.813004217230762,0.000572200699154325,0.139361345170216,0.0108428676566617,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000213033",-1.18329445761187,-0.734429636200071,-0.9884661213226,0.0143855213130816,0.13065375127383,0.0166188489301243,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000213412",-2.10651097005957,1.31310783585068,-1.11872459589246,0.00371586196165278,0.0600094113735172,0.0628442657657966,"Oncogene","HNRNPA1P33","728643","RNAseq","Unknown","Human"
"ENSG00000215481",1.01000931992826,0.680050084482541,0.0317826157073302,0.0176464557847872,0.129128388148048,0.947603463433629,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000218350",1.35068866176105,0.839635754535559,-0.823728708323652,0.0182955251818319,0.129729835259505,0.0968801718684374,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000221420",-1.36569767395664,-0.46263943026912,-0.199429634301344,0.000108388748156066,0.038462788984723,0.304420074792779,"Oncogene","SNORA81","677847","RNAseq","Unknown","Human"
"ENSG00000226650",-2.80300100355213,-1.22342288374879,-3.09711525135469,0.00678070112259713,0.170217759330384,0.00055303257197461,"Oncogene/DNA-damage","KIF4B","285643","RNAseq","Unknown","Human"
"ENSG00000226953",-1.60708035134942,1.47019890110661,0.180777762699002,0.000933905379756389,0.00254221887140914,0.723060358844985,"Oncogene/Replicative","NCKAP5-AS2","101928161","RNAseq","Unknown","Human"
"ENSG00000227001",-2.7358842887504,1.69704847506202,-0.261471522037019,2.83454295663931e-06,0.00110763856647613,0.603108747500013,"Oncogene/Replicative",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000227220",-1.87701419697458,0.788668740107568,0.0193686860916093,0.000892307156320277,0.260978107409583,0.975238707190422,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000228288",1.19014730299872,1.18938736088444,1.12477565047444,0.0104450193661923,0.0986496752824735,0.0115283859616921,"Oncogene/DNA-damage","PCAT6","100506696","RNAseq","Unknown","Human"
"ENSG00000229991",2.24581827495094,1.54181058184266,0.44812454229231,0.00789969337692553,0.0769789448595449,0.592808377243724,"Oncogene","AKR1B1P1","401982","RNAseq","Unknown","Human"
"ENSG00000231298",2.43971142429586,2.2266969265097,0.687556394006778,6.83737939951089e-05,0.000234989659176223,0.184394355541213,"Oncogene/Replicative","MANCR","100216001","RNAseq","Unknown","Human"
"ENSG00000234156",2.3369859408229,1.62560833561363,1.99050583360522,0.000816119799616608,0.00967346564666737,0.00265386745865721,"Oncogene/Replicative/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000234297",-1.53075363954709,-0.086166019902885,-1.95702267762129,0.0318515102013323,0.906887257230189,0.00146000798052284,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000234383",1.00885986254919,0.154858595259886,0.289745491124278,0.0481331101705909,0.795685469857349,0.592527314072295,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000234546",1.76916790349625,0.0516625937738987,1.06396850193963,0.000151141726399078,0.916444824432685,0.0107336168195194,"Oncogene/DNA-damage","LNCTAM34A","102724571","RNAseq","Unknown","Human"
"ENSG00000235109",-1.19367509122948,-0.457111371076042,0.386469355001993,0.00227935828287084,0.196041139088928,0.228490243327692,"Oncogene","ZSCAN31","64288","RNAseq","Unknown","Human"
"ENSG00000236283",-1.27697032598275,0.769643035833048,-0.514864498630377,0.0483516817823304,0.235989430755388,0.471892758991318,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000238249",-1.54098060538829,0.232832542693793,-2.31066669326926,0.0244469161322284,0.765390242827969,0.000737786357201002,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000242352",1.09904759927102,0.754858305184013,-0.687100632513404,0.0353690644065688,0.188986962397246,0.167300153054627,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000244694",1.08959876602416,2.19445762971964,2.24764422514376,0.00957474821214981,1.15963497325704e-05,7.31043915207963e-06,"Oncogene/Replicative/DNA-damage","PTCHD4","442213","RNAseq","Unknown","Human"
"ENSG00000246985",-1.5952711941132,-0.316029517044792,-0.253948834347571,1.45749416403365e-06,0.319133277423908,0.341538249322262,"Oncogene","SOCS2-AS1","144481","RNAseq","Unknown","Human"
"ENSG00000247925",-3.42476241266594,1.04306320478456,-0.139162805595068,3.7187530205688e-06,0.048712773617511,0.815544088686469,"Oncogene/Replicative",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000249244",1.35635690735313,0.800719628864371,-0.202902346123591,0.0168049808265076,0.17814828593141,0.712243898769648,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000250337",2.08277369102055,2.68502299254128,3.26748266381219,0.00147628896364026,0.000129919078864819,1.48077653851429e-05,"Oncogene/Replicative/DNA-damage","PURPL","643401","RNAseq","Unknown","Human"
"ENSG00000254138",-1.3484523270394,0.396561935979875,-1.08092596811612,0.00193360468646509,0.369341230972629,0.0115283859616921,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000254429",1.8379778515631,0.224270580881568,0.521535793712286,0.0015183580618996,0.746655990081936,0.350542870967861,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000255224",1.09509732386274,0.180974853385403,0.675995755819006,0.000271933352919012,0.632722206010835,0.0137433380472855,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000258048",-1.48209251755535,-0.0508928854283327,0.318341783361831,0.000690179387300286,0.933168285658431,0.419430205853416,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000258741",-1.16304580616716,-0.613721389444005,-1.15306904364407,0.00117809465369035,0.0592881564939394,0.000314714069388305,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000259347",-1.81243811268212,-0.467421387188031,-1.06369356023743,0.0013828273857199,0.319813861649024,0.0154335287242276,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000259863",1.25772530579609,0.565377166905254,0.410730344090522,0.0025800784195219,0.237319580537185,0.307875487526434,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000260912",1.7485343293234,0.935691746853845,1.80503221897162,3.25610686637802e-06,0.00734022336042594,1.11802825358152e-06,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000263874",-1.19872260226208,-0.245154395962636,0.496625258379738,0.000230314396884482,0.408159425984468,0.0796130879066051,"Oncogene","LINC00672","100505576","RNAseq","Unknown","Human"
"ENSG00000263934",-5.25435202863904,0.769807700567306,1.41575059999887,5.81229321908374e-06,0.366468505528203,0.0968801718684374,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000267374",-4.30371359390505,-1.95052981387985,-1.8655187743993,3.09958854848498e-06,0.00384297814957902,0.000821864235443133,"Oncogene/Replicative/DNA-damage","MIR924HG","647946","RNAseq","Unknown","Human"
"ENSG00000268812",2.44109861616357,0.267229102381304,1.6245898274516,5.77709728489314e-06,0.570849815919013,0.000976309977623724,"Oncogene/DNA-damage","LOC91370","91370","RNAseq","Unknown","Human"
"ENSG00000269145",1.01158865982866,0.482764584667768,0.486613091988387,0.000648632913336275,0.181356226254938,0.0946590827918109,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000270823",-2.90393011532186,0.611381917844174,-0.725254791613987,2.53078812552766e-07,0.155250545623369,0.0916624636100382,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000277287",1.19536100060013,0.829848850816347,1.6727804458128,0.0221144819730664,0.208909539814011,0.00149066127973293,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000277370",-1.73266889848821,0.717169905191578,-0.0352179844794178,0.0044469853574992,0.213932556082835,0.959093559583609,"Oncogene","SNORD49A","26800","RNAseq","Unknown","Human"
"ENSG00000279094",-1.1783836857755,-0.702423085421256,-0.949792094152042,0.00286923752233569,0.0870291542066431,0.0164668281514447,"Oncogene","LINC01670","105379487","RNAseq","Unknown","Human"
"ENSG00000282904",-2.66367083998973,1.08285821495494,0.106371205574602,2.7451954108576e-05,0.0253509385205011,0.860582498346366,"Oncogene/Replicative","LOC107986277","107986277","RNAseq","Unknown","Human"
"ENSG00000288075",-1.22868464897578,-0.258767010436203,0.117963675684139,0.000390748634858115,0.40136692880919,0.676608475403747,"Oncogene",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000234465",1.89956852059871,0.881637250369029,1.40786793697768,0.00289803063722006,0.235015316776369,0.0172840906455804,"Oncogene/DNA-damage","PINLYP","390940","RNAseq","Unknown","Human"
"ENSG00000239775",1.34692148702933,1.70968701759723,1.80957001529906,0.00317025921901918,0.000430453788640769,8.8939698654248e-05,"Oncogene/Replicative/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000145569",1.11545010626911,0.557994772898087,0.364452820183468,0.0198976404677625,0.318659030262804,0.4290155626283,"Oncogene","OTULINL","54491","RNAseq","Unknown","Human"
"ENSG00000270149",1.81553109100755,0.836887591539537,1.91230585491524,0.0319666200250273,0.27770667308917,0.00872938057267516,"Oncogene/DNA-damage",NA,NA,"RNAseq","Unknown","Human"
"ENSG00000001561",0.698840104197958,2.39966626868492,0.598293238502642,0.55528671781582,0.00619272784054704,0.515881096279983,"Replicative","ENPP4","22875","RNAseq","Unknown","Human"
"ENSG00000001617",0.817918295841758,-1.19563543181647,0.933132061331404,0.0377339200102994,0.00436168421866555,0.0196599713249109,"Replicative","SEMA3F","6405","RNAseq","Unknown","Human"
"ENSG00000005469",-0.210480839915617,1.11411886221603,-0.158342373124978,0.508443706033549,0.000752141760143737,0.634684010054574,"Replicative","CROT","54677","RNAseq","Unknown","Human"
"ENSG00000011638",-0.59711449307259,1.7692405793847,0.271242474290711,0.0894577810241344,1.85936256511902e-05,0.467336366910856,"Replicative","TMEM159","57146","RNAseq","Unknown","Human"
"ENSG00000013563",-0.161533261731036,1.11560601176949,0.134897658913147,0.486790028319305,2.06314559369627e-05,0.569279355294875,"Replicative","DNASE1L1","1774","RNAseq","Unknown","Human"
"ENSG00000013573",-0.733283302704642,-1.1073103061401,-1.37815833049907,0.00447016079708278,0.000134342195003849,1.15752699980213e-05,"Replicative/DNA-damage","DDX11","1663","RNAseq","Unknown","Human"
"ENSG00000020577",-0.951248376011813,1.33424992626025,-0.0170467955606834,0.00102157759610259,2.69638220638082e-05,0.959006724593274,"Replicative","SAMD4A","23034","RNAseq","Unknown","Human"
"ENSG00000023445",0.606987304151438,1.15876605471914,1.13567242947407,0.08729019574304,0.00247928058524956,0.00264015492738462,"Replicative/DNA-damage","BIRC3","330","Ageing atlas/InnateDB/RNAseq","Unknown","Human"
"ENSG00000026036",0.710044618065759,-1.27912103721295,-0.0254997771764591,0.0183372103272543,0.000334901511559566,0.944084392164346,"Replicative","RTEL1-TNFRSF6B","100533107","RNAseq","Unknown","Human"
"ENSG00000026508",-0.250585252784504,1.583481272553,0.0983272420866604,0.338107639623598,1.4958296914408e-06,0.73307882107302,"Replicative","CD44","960","CSgene/RNAseq","Unknown","Human"
"ENSG00000029153",-0.707413355724822,1.16207310282025,-1.0630179065071,0.0148657206547393,0.000290328740964786,0.000707556364296354,"Replicative/DNA-damage","ARNTL2","56938","RNAseq","Unknown","Human"
"ENSG00000038427",0.0765930365668509,-1.30220312196616,0.600332276394746,0.874868858814313,0.00285500706132798,0.159098633082954,"Replicative","VCAN","1462","RNAseq","Unknown","Human"
"ENSG00000039560",-0.147802951127548,1.04618050494984,-0.177777511977719,0.567337769499857,0.000146910101488348,0.504673670765966,"Replicative","RAI14","26064","RNAseq","Unknown","Human"
"ENSG00000048052",0.26375139542593,1.08424896546457,0.286097604301555,0.501490370627117,0.00581043831027703,0.477728381806008,"Replicative","HDAC9","9734","RNAseq","Unknown","Human"
"ENSG00000049323",-0.393197052765482,1.03082765330576,-0.15761123527814,0.21068916539758,0.00187467552189572,0.644882792358694,"Replicative","LTBP1","4052","RNAseq","Unknown","Human"
"ENSG00000049860",-0.0367572784690791,1.00820498166216,-0.0163003211737518,0.86140206472249,6.04859012631828e-06,0.941434798440085,"Replicative","HEXB","3074","RNAseq","Unknown","Human"
"ENSG00000053747",-0.351927414111844,1.06124959809464,0.72861023356997,0.494001100692207,0.00709472055621441,0.049532507432705,"Replicative","LAMA3","3909","RNAseq","Unknown","Human"
"ENSG00000054793",-0.626345837040102,1.10846117850617,-0.639330873872563,0.0249369965720226,0.000341196164632627,0.0251926861861155,"Replicative","ATP9A","10079","RNAseq","Unknown","Human"
"ENSG00000058085",0.300902282697196,1.80770926662491,0.44071618058128,0.471062518582714,9.36672854523431e-05,0.272752318608611,"Replicative","LAMC2","3918","RNAseq","Unknown","Human"
"ENSG00000060140",-0.943603573957574,1.4509734926595,0.100292164994281,0.0947108238815149,0.00403811300551521,0.857587275086813,"Replicative","STYK1","55359","RNAseq","Unknown","Human"
"ENSG00000061918",-1.0179673681713,-1.60566760427023,-0.0455570861520898,0.0778388633584494,0.00904921918137623,0.942828704380231,"Replicative","GUCY1B1","2983","RNAseq","Unknown","Human"
"ENSG00000062822",0.383728252022479,-2.36585777452004,-0.309617541947069,0.411231674109515,1.85645507060296e-05,0.519896317621781,"Replicative","POLD1","5424","Ageing atlas/RNAseq","Unknown","Human"
"ENSG00000064309",-0.161089952994745,-1.09077752022306,0.0175336038627093,0.700419710251693,0.0085217772972923,0.967217228743173,"Replicative","CDON","50937","RNAseq","Unknown","Human"
"ENSG00000064655",-0.487267802743337,-2.10057020668794,-0.613270736631806,0.209796249485514,0.000114443532106586,0.103780221574559,"Replicative","EYA2","2139","RNAseq","Unknown","Human"
"ENSG00000064687",0.225247295501723,1.0655835585937,1.70493799476947,0.653160300775394,0.0238924547514527,0.000327993029351823,"Replicative/DNA-damage","ABCA7","10347","RNAseq","Unknown","Human"
"ENSG00000065154",-0.425688925217982,1.01298297638764,-0.73373189798133,0.0456024733989282,4.88293016873973e-05,0.00139501463181647,"Replicative","OAT","4942","RNAseq","Unknown","Human"
"ENSG00000065268",0.511601085840332,-1.42056763996442,0.0224231238508104,0.105381197765775,0.000215620351327765,0.953876282672708,"Replicative","WDR18","57418","RNAseq","Unknown","Human"
"ENSG00000065923",0.136525764849913,1.4015553084986,0.518619217826922,0.531896212160782,2.95437007466889e-07,0.015883669133944,"Replicative","SLC9A7","84679","RNAseq","Unknown","Human"
"ENSG00000067167",-0.960080680048148,1.0879364750513,0.0432093728468107,0.00012224167765016,4.15928400801835e-05,0.876396113877299,"Replicative","TRAM1","23471","RNAseq","Unknown","Human"
"ENSG00000067715",0.419801802315655,1.12097855358033,0.327090571706509,0.201919652792094,0.00143187469814139,0.358778276992702,"Replicative","SYT1","6857","RNAseq","Unknown","Human"
"ENSG00000067798",-0.0342532092372461,1.10158376500651,-0.571121271146168,0.932633203605361,0.0019864371912161,0.0929355945053852,"Replicative","NAV3","89795","RNAseq","Unknown","Human"
"ENSG00000068697",-0.544625385007484,1.10114675174457,-0.0840522951591873,0.0106510204833901,1.64214185958503e-05,0.721360684907739,"Replicative","LAPTM4A","9741","RNAseq","Unknown","Human"
"ENSG00000069667",-0.550274454928963,1.88054833260622,0.705090082534534,0.148524972319468,1.84777716784732e-05,0.0635161876549471,"Replicative","RORA","6095","Ageing atlas/InnateDB/RNAseq","Unknown","Human"
"ENSG00000071082",-0.947274975413024,1.45838307586018,-1.11316181679032,0.0126806174061146,0.000390581853970914,0.00427857243417926,"Replicative/DNA-damage","RPL31","6160","RNAseq","Unknown","Human"
"ENSG00000071564",0.634204159293751,-1.14706835212668,-0.256602914310061,0.00540493218127163,2.44448280186894e-05,0.259532006900164,"Replicative","TCF3","6929","Ageing atlas/CSgene/RNAseq","Unknown","Human"
"ENSG00000071655",0.740244042099794,-1.0923732769721,0.395119755422484,0.0164716442185647,0.00222756641836329,0.203012327637966,"Replicative","MBD3","53615","RNAseq","Unknown","Human"
"ENSG00000071967",-0.611304860507454,1.05431099782397,-0.180515938702677,0.00572650965653473,4.71481657883355e-05,0.428760362946495,"Replicative","CYBRD1","79901","RNAseq","Unknown","Human"
"ENSG00000072310",0.508032535014736,-1.30101152273806,0.268287005868508,0.103209078854546,0.000349542199745279,0.412424410581869,"Replicative","SREBF1","6720","CellAge/CSgene/InnateDB/RNAseq","Induces","Human"
"ENSG00000072954",0.443637674618105,1.08836491063742,1.19386032044572,0.338371279695714,0.00841168027357406,0.00386693469409304,"Replicative/DNA-damage","TMEM38A","79041","RNAseq","Unknown","Human"
"ENSG00000074181",0.679990852340678,-1.50697355227382,0.831450551785097,0.1816743758604,0.00498914010893472,0.101260038946902,"Replicative","NOTCH3","4854","CellAge/RNAseq","Induces","Human"
"ENSG00000075618",0.393776898789211,-1.12327310748356,-0.0491549265542596,0.153756059774535,0.000531553772380991,0.880019134872193,"Replicative","FSCN1","6624","InnateDB/RNAseq","Unknown","Human"
"ENSG00000076641",0.231208363838823,1.71801997331462,0.22982623775197,0.503952208842804,1.40368964585305e-05,0.510939568013924,"Replicative","PAG1","55824","RNAseq","Unknown","Human"
"ENSG00000078018",-0.174839573697422,1.59241471095331,0.840460708435515,0.774647850726099,0.00373918602775618,0.0766262527832336,"Replicative","MAP2","4133","RNAseq","Unknown","Human"
"ENSG00000078053",-0.618251273233809,-1.57477651629702,-1.1703440193065,0.129781064194991,0.000420398765550863,0.00528823519029437,"Replicative/DNA-damage","AMPH","273","RNAseq","Unknown","Human"
"ENSG00000078098",0.160483003540292,1.27814882288829,0.624081509856024,0.777471692307846,0.0133572055457861,0.223305198881036,"Replicative","FAP","2191","RNAseq","Unknown","Human"
"ENSG00000079950",-0.861704598670888,1.00426885450079,-0.277347717230671,0.000184961603485974,4.68913117463637e-05,0.200967602118234,"Replicative","STX7","8417","RNAseq","Unknown","Human"
