InnateDB Gene ID	Gene Symbol	Species	PubMED ID	Annotation
198859	Tmem126a	10090	25549946	"Tmem126a upregulates genes involved in antigen presentation; such as Icam1, MHC II, Cd86 and Cd40, via the Tlr4 signal transduction pathway."
26364	TP53	9606	21483755	TP53 binds to canonical and non-canonical promoter regions of the human TLR gene family and up-regulates the expression of TLRs. The activation of TP53 can directly influence the TLR-mediated induction of cytokines.
26364	TP53	9606	22105999	TP53 serves as a host antiviral factor and enhances both the innate and adaptive immune responses to influenza A virus. (Demonstrated in mice)
26364	TP53	9606	25505178	Coronavirus engages papain-like proteases to escape from the innate antiviral response of the host by inhibiting TP53-IRF7-IFNB1 signalling.
178961	Atg7	10090	25512546	Atg7 plays an essential role for autophagy during invariant natural killer T cell development.  
138680	Arl5b	10090	25451939	Arl5b negatively regulates the antiviral innate immune response by binding to Ifih1 and prevents the subsequent interaction of Ifih1 to poly(I:C). 
282076	MIR548G	9606	25499200	"Overexpression of MIR548G suppresses multiplication and translation of dengue virus (DENV) 1, 2, 3 and 4."
102654	S100A8	9606	12626582	S100A8 is an intracellular calcium-binding protein that promotes neutrophil/monocyte recruitment at inflamed tissues by enhancing attachment to endothelial cells.
102654	S100A8	9606	18714033	S100A8 is a myeloid-related protein that rapidly modulates macrophage nitric oxide production during innate immune response.
102654	S100A8	9606	20555353	S100A8 (calgranulin A) and S100A9 (calgranulin B) form an antimicrobial heterodimeric complex known as calprotectin. Bacterial flagellin induces the upregulation of S100A8/S100A9 heterodimer via a TLR5-dependent mechanism in epidermal keratinocytes.
102654	S100A8	9606	21239714	"S100A8 forms a complex with S100A9 and the complex is the site of interplay between extracellular Ca(2+) entry and intra-phagosomal reactive oxygen species production. S100A8 :: S100A9 acts as Ca(2+) sensor in phagosomal ROS production.
"
102654	S100A8	9606	22423963	"S100A8 is strongly upregulated in neutrophils upon bacterial infection, and sequesters zinc as a mechanism of nutritional immunity. Salmonella typhimurium overcomes this defence mechanism by expressing a high affinity zinc transporter. (Demonstrated in mice)"
102654	S100A8	9606	23431180	S100A8::S100A9 heterodimer sequesters Mn(2+) and Zn(2+) to starve bacteria of these essential nutrients.
102654	S100A8	9606	25505274	The TLR4/S100A8 axis is important in the activation of monocytes.
90504	IL17A	9606	19144317	IL17A is a cytokine produced by T helper 17 (Th17) cells that plays important roles in the development of inflammatory diseases.
90504	IL17A	9606	20083670	IL17A is an innate-adaptive immunomodulatory cytokine that is produced by gammadelta cells and is a key mediator for the innate immune response to urinary tract infections (UTIs) caused by uropathogenic Escherichia coli.
90504	IL17A	9606	21074482	"IL17A is a Th17-related cytokine, traditionally thought of as an adaptive responder, has been shown to have various innate sources and functions as a rapidly produced pro-inflammatory mediator. Innate IL17A-producing cells also employ many of the cytokine and transcriptional regulators utilized by Th17 cells."
90504	IL17A	9606	21822258	"IL17A signalling enhances the mRNA stability of chemokine CXCL1 through TRAF3IP2, TRAF2-TRAF5 and the RNA-binding protein SRSF1."
90504	IL17A	9606	22384827	"IL17A is significantly upregulated in both S. pyogenes inoculated and mock inoculated mice, indicating that the cytokine production can be triggered by inoculation trauma alone. (Demonstrated in mice)"
90504	IL17A	9606	24194936	Local production of IL17A in the airways drives early neutrophil infiltration into respiratory syncytial virus infected infant lungs.
90504	IL17A	9606	25474109	"IFNG interferes with the IL-1/NFKBIZ axis in β-glucan-activated dendritic cells and promotes T cell-mediated immune responses with increased release of IFNG and IL22, and diminished production of IL17A."
96992	IL22RA2	9606	25476703	IL22 protects against and IL22RA2 aggravates liver fibrosis and cirrhosis in chronic liver infections.
178955	Cxcl2	10090	21757770	Cxcl2 is a chemokine secreted by kidney dendritic cells to recruit neutrophils to sites of uropathogenic bacterial infection.
178955	Cxcl2	10090	25447519	Cebpa suppresses granule formation in mast cells and increases Cxcl2 production from mast cells upon bacterial stimulation.
173713	Cebpa	10090	21326902	Cebpa is a member of the CCAAT enhancer binding protein family and is a transcriptional factor regulating genes in innate immunity and inflammation. The activities of CEBP are regulated via methylation of arginine and lysine side chains.
173713	Cebpa	10090	25447519	Cebpa suppresses granule formation in mast cells and increases Cxcl2 production from mast cells upon bacterial stimulation.
13675	TLR6	9606	15661917	TLR6 co-expressed withTLR2 at the cell surface is crucial for recognition of diacylated lipopeptide and peptidoglycan derived from mycoplasma and to activate the NF-kappaB signalling cascades in human cells.
13675	TLR6	9606	12697090	TLR6 and TLR1 are involved in the discrimination of a subtle difference between triacyl and diacyl lipopeptides through interaction with TLR2.
13675	TLR6	9606	15690042	"TLR6/2 heterodimer signalling is used by CD36, a selective and non-redundant sensor of microbial diacylglycerides. "
13675	TLR6	9606	20037584	TLR6-CD36-TLR4 activation is a common molecular mechanism by which atherogenic lipids and amyloid-beta stimulate sterile inflammation.
13675	TLR6	9606	21482737	"TLR2::TLR6 synergistically interacts with TLR9 in lung epithelium to induce rapid pathogen killing, and can be used as a therapeutic target to treat otherwise lethal pneumonia."
13675	TLR6	9606	25456159	Cutaneous bacteria can negatively regulate skin-driven immune responses by inducing Gr1(+)CD11b(+) myeloid-derived suppressor cells via TLR2-6 activation.
206490	Cxcr6	10090	25456160	"Cxcl16-Cxcr6 crosstalk coordinates the intestinal topography of Il22 secretion required for mucosal defence against Citrobacter rodentium infection.
"
194380	Cxcl16	10090	20874518	Cxcl16 is a chemoattractant in cerebrospinal fluid in early pneumococcal meningitis where Cxcl16 was found to be upregulated in RAW264.7 macrophages (but not in neutrophils and endothelial cells) upon pneumococcal stimulation. Cxcl16 upregulation in vivo was dependent on Toll-like receptor (TLR) 2/TLR4 and MyD88 signaling.
194380	Cxcl16	10090	25456160	Cxcl16-Cxcr6 crosstalk coordinates the intestinal topography of Il22 secretion required for mucosal defence against Citrobacter rodentium infection.
6012	DEFA6	9606	19024344	DEFA6 (HD-6) and DEFA5 (HD-5) are two Paneth cell alpha-defensins found in the gut and alpha-defensins have multiple functions in the immune system.
6012	DEFA6	9606	21560070	"DEFA6 is secreted by paneth cells in the small intestine and is secreted in response to cholinergic and microbial stimuli. DEFA5A confer immunity to oral infection by Salmonella and is a major determinant of the small intestinal microbiome composition.
"
6012	DEFA6	9606	22722251	"DEFA6 is involved in mucosal innate immunity by protecting the small intestine against invasion by diverse enteric pathogens. In response to bacterial surface proteins, DEFA6 undergoes ordered self-assembly to form fibrils and nanonets that surround and entangle bacteria."
6012	DEFA6	9606	25433720	NOD2 plays a role in intestinal innate immunity by regulating the expression of DEFA5 and DEFA6 through the NF-kB and MAPK pathways.
6199	DEFA5	9606	19024344	DEFA5 and DEFA6 are two Paneth cell alpha-defensins found in the gut that have multiple functions in the immune system.
6199	DEFA5	9606	21468224	"DEFA5 expression in mice showed significant loss of segmented filamentous bacteria, thus demonstrating a novel role for Paneth cell defensins in intestinal homeostasis by regulating the small intestinal microbiome."
6199	DEFA5	9606	21560070	"DEFA5 is secreted by paneth cells in the small intestine and is secreted in response to cholinergic and microbial stimuli. DEFA5A confer immunity to oral infection by Salmonella and is a major determinant of the small intestinal microbiome composition.
"
6199	DEFA5	9606	25433720	NOD2 plays a role in intestinal innate immunity by regulating the expression of DEFA5 and DEFA6 through the NF-kB and MAPK pathways.
30654	NOD2	9606	17690884	NOD2 and NOD1 represent central players in the control of the immune responses to bacterial infections and inflammation.
30654	NOD2	9606	18240302	"NOD2 is an intracellular receptor of muramyl dipeptide (MDP), a component of peptidoglycan present in the cell wall of Gram-positive (G+) and Gram-negative (G-) bacteria."
30654	NOD2	9606	17705131	"NOD2 and NOD1 can induce CCL5 (RANTES) through NF-kappaB pathway, orchestrating the global Nod-dependent immune defence during bacterial infections."
30654	NOD2	9606	19541630	"NOD2-dependent recognition of S. aureus and muramyl dipeptide is facilitated by alpha-toxin (alpha-hemolysin), a pore-forming toxin and virulence factor of the pathogen and is dependent on IL-1beta-amplified production of IL-6."
30654	NOD2	9606	19898471	NOD2 and NOD1 direct autophagy by recruiting ATG16L1 to the plasma membrane at the site of bacterial entry.
30654	NOD2	9606	19966812	NOD2 stimulation induces autophagy in dendritic cells influencing bacterial handling and antigen presentation.
30654	NOD2	9606	20200479	NOD2 recruits the critical autophagy protein ATG16L1 to the plasma membrane during bacterial invasion.
30654	NOD2	9606	19701189	NOD2 functions as a cytoplasmic viral pattern-recognition receptor (PRR) and activates an innate immune responses to viral ssRNA by triggering activation of interferon-regulatory factor 3 (IRF3) and production of interferon-beta (IFNB1).
30654	NOD2	9606	21199260	"NOD2 is both a positive and negative regulator of TLR4 - the effect it exerts is dependent on the presence of MDP. NOD2 upon engagement with its ligand, MDP, positively regulates TLR4-mediated signalling; in the absence of MDP, NOD2 negatively regulates the TLR4 pathway. (Demonstrated in murine model)
"
30654	NOD2	9606	21236705	"NOD2 is a peripheral peptidoglycan intracellular sensor and is important for the progression and pathogenesis of experimental autoimmune encephalomyelitis (animal model of multiple sclerosis). 
"
30654	NOD2	9606	21108472	"NOD2 detects heat-killed Legionella pneumophila and stimulates NFkB and IFN-beta promoter activity. NOD2 deficiency results in increased proinflammatory cytokine expression at 4hrs and greater neutrophil recruitment to the lung. (Demonstrated in murine model)
"
30654	NOD2	9606	21690088	"DDX58 and NOD2 colocalize to cellular ruffles and cell-cell junctions to form a protein complex via the CARD domains. DDX58 negatively regulates ligand-induced NFkB signalling mediated by NOD2, and conversely, NOD2 negatively regulates type I interferon induction by DDX58."
30654	NOD2	9606	22750073	"NOD2 recognition of muramyl dipeptide, a component of bacterial cell walls, improves the barrier function of intestinal epithelial cells. (Demonstrated in mice)"
30654	NOD2	9606	22531915	NOD2 enhances the innate immune response of alveolar macrophages to Mycobacterium tuberculosis in human.
30654	NOD2	9606	24670424	"Following NOD2 activation, IRF4 interacts with MYD88, TRAF6, and RIPK2 and downregulates K63-linked polyubiquitinylation of RICK and TRAF6 leading to disruption of NFkB activation pathways."
30654	NOD2	9606	25433720	NOD2 plays a role in intestinal innate immunity by regulating the expression of DEFA5 and DEFA6 through the NF-kB and MAPK pathways.
148186	Il1r2	10090	25461404	Adam17 affects sensitivity to interleukin-1 by changing the balance between Il1r1 and Il1r2 receptors.
148254	Il1r1	10090	22426547	Il1r1 is the primary receptor for the inflammatory cytokine Il1b. (Demonstrated in human)
148254	Il1r1	10090	23440414	IL1R1 upregulates Mir135b as a negative feedback regulatory mechanism to resolve cigarette smoke-induced inflammation in the lung.
148254	Il1r1	10090	24651866	"In response to adenovirus infection, the IL1A-IL1R1-CXCR2 signalling axis cooperates with complement to recruit Ly-6G+7/4+ polymorphonuclear leukocytes to the splenic marginal zone (MZ) in the proximity of virus-containing MARCO+ residential MZ macrophages, which are subsequently eliminated."
148254	Il1r1	10090	25461404	Adam17 affects sensitivity to interleukin-1 by changing the balance between Il1r1 and Il1r2 receptors.
130508	Adam17	10090	25461404	Adam17 affects sensitivity to interleukin-1 by changing the balance between Il1r1 and Il1r2 receptors.
42125	IRF1	9606	12759449	IRF1 is required for the up-regulation of the CD40-NF-kappaB activator 1 (TRAF3IP2 ) axis during airway inflammation.
42125	IRF1	9606	12420214	IRF1 is controlled by two distinct signalling pathways; a JAK/STAT-signalling pathway in viral infected cells and an ATM-signalling pathway in DNA damaged cells.
42125	IRF1	9606	3409321	IRF1 specifically binds to the upstream regulatory region of the human IFN-beta (IFNB1) gene and mediates IFNB1 virus-induced transcription and is involved in the regulation of other genes such as IFN-alpha and MHC class I genes.
42125	IRF1	9606	20308629	IRF1 mediated type I IFN independent mechanism of enhanced RSAD2 (viperin) expression provides a redundant mechanism to protect cells from viral infections.
42125	IRF1	9606	21097874	"IRF1 transcriptionally inhibits the IL23A through the ISRE element and reduce the severity of chronic intestinal inflammation caused by LPS (shown in mice).
"
42125	IRF1	9606	22266972	IRF1 promotes immune cell apoptosis and inhibits autophagy in a murine endotoxemia model. (Demonstrated in mice)
42125	IRF1	9606	25461762	MIR23A contributes to human herpes simplex virus type 1 replication through the regulation of the IRF1-mediated antiviral signal pathway.
126931	MIR23A	9606	25461762	MIR23A contributes to human herpes simplex virus type 1 replication through the regulation of the IRF1-mediated antiviral signal pathway.
171492	Il15	10090	22084435	Il15 regulates homeostasis and terminal maturation of NKT cells.
171492	Il15	10090	22940097	IL15 secreted by inflammatory monocytes is critical for the differentiation of memory CD8(+) T and NK lymphocytes into antimicrobial effector cells.
171492	Il15	10090	25466888	Cxcr3 expression in innate CD8+ T cells defines protective antibacterial and cancer immunity upon Il15 stimulation. 
197156	Il28ra	10090	25431490	"Il28ra (Ifnlr1), Stat1 and Irf3 are required for antibiotics to prevent persistent murine norovirus infection. "
197890	Nlrc4	10090	22174673	"The Nlrc4 inflammasome is important for control of mucosal Candida infection, impacting on inflammatory cell recruitment to infected tissues, as well as protecting against the systemic dissemination of infection."
197890	Nlrc4	10090	22231517	Flagellin-induced Nlrc4 inflammasome activation in splenic dendritic cells triggers antigen-independent IFN-gamma production by memory T cells.
197890	Nlrc4	10090	22547706	"Nlrc4 is important for host survival and bacterial clearance, as well as neutrophil-mediated inflammation in the lungs following Klebsiella pneumoniae infection. "
197890	Nlrc4	10090	22484733	Nlrc4-dependent production of Il1b by intestinal phagocytes is a mechanism that discriminates pathogenic from commensal bacteria in the intestinal host defence.
197890	Nlrc4	10090	22885697	Nlrc4 Ser 533 phosphorylation is essential for procaspase-1 recruitment to the Nlrc4 inflammasome complex after S. typhimurium infection.
197890	Nlrc4	10090	23355222	Microglial cells employ the NAIP5/NLRC4 inflammasome to monitor and clear central nervous system infections by flagellated bacteria.
197890	Nlrc4	10090	25395539	Flagellin induces Tlr5-dependent Il22 production and Nlrc4-dependent Il18 production to promote a protective gene expression program in intestinal epithelial cells and elimination of rotavirus-infected cells.
197890	Nlrc4	10090	25422455	"Actin polymerization is required for Nlrc4-dependent regulation of intracellular bacterial burden, inflammasome assembly, pyroptosis, and Il1b production."
149298	Nod1	10090	17705131	"Nod1 and Nod2 activation results in substantial secretion of Ccl5 by murine macrophages and induces binding of NF-kappaB  subunits to Ccl5 promoter.
"
149298	Nod1	10090	20389019	"Nod1 can activate the ISGF3 signaling pathway that is usually associated with protection against viral infection to provide mice with robust type I IFN-mediated protection from H. pylori and possibly other mucosal infections.
"
149298	Nod1	10090	20685341	"Nod1 and Nod2 account for neutrophil recruitment to the lungs of mice infected with Legionella pneumophila.
"
149298	Nod1	10090	21072876	Nod1 and Nod2 can detect Legionella pneumophila and these receptors modulate the in vivo pulmonary immune response differently.
149298	Nod1	10090	21236705	"Nod1 is a peripheral peptidoglycan intracellular sensor and is important for the progression and pathogenesis of experimental autoimmune encephalomyelitis (animal model of multiple sclerosis). 
"
149298	Nod1	10090	21108472	Nod1 detects heat-killed Legionella pneumophila and stimulates NFkB and IFN-beta promoter activity. Nod1 deficiency results in impaired bacterial clearance and increased proinflammatory cytokine at 24hrs post-infection.
149298	Nod1	10090	21677137	Nod1 is expressed by trophoblast cells across gestation and may have a role in mediating infection-associated inflammation and prematurity. Activation of Nod1 by bacterial peptidoglycan-derived peptide induces maternal-fetal inflammation and preterm labour.
149298	Nod1	10090	21715553	"Nod1 KO mice were protected from high-fat diet induced inflammation, lipid accumulation, and peripheral insulin intolerance. Ex vivo, Nod1 activation by bacterial peptidoglycan mimetics induces proinflammatory cytokine secretion and impaired insulin-stimulated glucose uptake in adipocytes. Hence, Nod1 is a plausible, new link between innate immunity and metabolism."
149298	Nod1	10090	24163408	"Nod1 and Nod2 synergize with Tlr4 in dendritic cells to increase IL12 production and enhance invariant natural killer T (iNKT) cell activation, and are important regulators of the IFN gamma response by iNKT cells during S. typhimurium and L. monocytogenes infections."
149298	Nod1	10090	25423082	"Salmonella enterica serovar Typhimurium ΔmsbB that possesses a modified lipid A triggers exacerbated colitis in the absence of Nod1 and/or Nod2, which is likely due to increased Tlr2 stimulation."
3485	SMAD4	9606	25410655	TGF-β signalling upregulates MIR181A2 expression through SMAD3/4-dependent promoter activation. 
18366	SMAD3	9606	25410655	TGF-β signalling upregulates MIR181A2 expression through SMAD3/4-dependent promoter activation. 
126715	MIR181A2	9606	25410655	TGF-β signalling upregulates MIR181A2 expression through SMAD3/4-dependent promoter activation. 
87415	LCN2	9606	25398327	LCN2 is secreted by the urinary tract mucosa in response to uropathogenic E. coli challenge and acts in innate immune defences as a colonization barrier.
168769	Tyrobp	10090	25402298	Tyrobp impairs host defence during pneumococcal pneumonia at the primary site of infection by inhibiting phagocytosis by alveolar macrophages. 
151419	Relb	10090	21419662	Relb is required for Il17a production in T cell in response to bacterial infection. Relb deficient T cells resulted in a diminished innate immune response to E. coli infection. 
151419	Relb	10090	25367573	"Ripk3 has a novel function in NF-kB activation, dendritic cell biology, innate inflammatory-cytokine expression, and injury-induced tissue repair."
195445	Nfkb1	10090	21343618	Nfkb1 enforces specificity of cellular response to pathogens by binding to a subset of IRE sequences in IFN-inducible genes. Nfkb1 deficiency results in the inappropriate production of Ifnb in response to bacterial DNA sensed by Tlr9.
195445	Nfkb1	10090	24270517	"Mir126-Kdr axis is an important regulator of the innate response. Mir126 controls the survival and function of plasmacytoid dendritic cells and regulates gene expression of Tlr7, Tlr9, Nfkb1 and Kdr. "
195445	Nfkb1	10090	25367573	"Ripk3 has a novel function in NF-kB activation, dendritic cell biology, innate inflammatory-cytokine expression, and injury-induced tissue repair."
165974	Ripk3	10090	22123964	Ripk3 forms a complex with Ticam1 upon Toll-like receptors (TLR) 3 and 4 activation resulting in Ripk3-dependent but TNF-independent necrosis in macrophages.
165974	Ripk3	10090	22423968	Ripk3 interacts with Zbp1 to mediate virus-induced necrosis.
165974	Ripk3	10090	25367573	"Ripk3 has a novel function in NF-kB activation, dendritic cell biology, innate inflammatory-cytokine expression, and injury-induced tissue repair."
75609	ATF2	9606	25368329	"SCN5A is a novel pathogen sensor that initiates anti-viral signalling and transcription through ADCY8 and ATF2.  
"
35780	ADCY8	9606	25368329	"SCN5A is a novel pathogen sensor that initiates anti-viral signalling and transcription through ADCY8 and ATF2.  
"
26059	SCN5A	9606	25368329	"SCN5A is a novel pathogen sensor that initiates anti-viral signalling and transcription through ADCY8 and ATF2.  
"
29564	ECSIT	9606	10465784	ECSIT is specific for the Toll/IL-1 pathways and is a regulator of MAP3K1 (MEKK1) processing.
29564	ECSIT	9606	25371197	ECSIT binds to MAP3K7 and TRAF6 to form a complex that plays a pivotal role in activating TLR4-mediated NF-kB signalling. 
166877	Slc11a1	10090	25350459	Slc11a1 confers temporal and anatomical host resistance to chronic Salmonella infection. 
74471	USP2	9606	25070846	USP2 deubiquitinates K63-linked polyubiquitin chains from TBK1 to terminate TBK1 activation and negatively regulate IFNB1 signalling and antiviral immune response. 
139889	Prl	10090	25049387	Pituitary hormone prolactin (Prl) constrains tumor-promoting liver inflammation by inhibiting Map3k1-dependent activation of Myc at the level of the trafasome.
144556	Myc	10090	25049387	"Pituitary hormone prolactin (Prl) constrains tumor-promoting liver inflammation by inhibiting Map3k1-dependent activation of Myc at the level of the trafasome. 
"
96496	ARG1	9606	18978793	"ARG1 expression induced by intracellular pathogens in mouse classically activated macrophages (CAMs) through the TLR pathway, suppressing nitric oxide production and thwarting effective immunity independent of the STAT6 pathway."
96496	ARG1	9606	25015834	"PI3K/PTEN-regulated extracellular ARG1 acts as a paracrine regulator of inflammation and immunity. Demonstrated in mice.
"
81409	PTEN	9606	25015834	"PI3K/PTEN-regulated extracellular ARG1 acts as a paracrine regulator of inflammation and immunity. Demonstrated in mice.
"
133881	Pik3cg	10090	25022365	Rab8a interacts with Pik3cg to regulate Akt signalling generated by surface Tlr4.
167493	Rab8a	10090	25022365	Rab8a interacts with Pik3cg to regulate Akt signalling generated by surface Tlr4.
77617	STAT1	9606	17971840	"STAT1 mediates IFNG cytokine signalling, and as a member of the STAT family protein, STAT1 has a significant impact on the innate immunity during sepsis.
"
77617	STAT1	9606	18678606	"STAT1 serine phosphorylation is induced by TNF-alpha and PGE2 and this activates expression of the STAT1 and NF-kappaB target gene IFN regulatory factor 1 (IRF1), which contributes to IFN responses. "
77617	STAT1	9606	7657660	STAT1 phosphorylation and DNA binding activity is under the control of Janus protein-tyrosine kinases (JAKs) and the epidermal growth factor receptor (EGFR). 
77617	STAT1	9606	16481475	"Acetylation of STAT1 modulates NF-kappaB activity and thus ultimately apoptosis where, as a result,  RELA DNA binding, nuclear localization, and expression of anti-apoptotic NF-kappaB target genes decrease."
77617	STAT1	9606	8943351	"STAT1 is part of the interferon-stimulated gene factor 3 (ISGF3) transcription complex which is composed of a STAT1:2 heterodimer and a weak DNA-binding protein, IRF9."
77617	STAT1	9606	20829351	STAT1 transcription factor enhances TLR8 functionality by binding of  to GAS elements on the TLR8 promoter in an IFN-gamma-dependent manner. 
77617	STAT1	9606	22065572	STAT1 phosphorylation at Ser708 is a key event in the IFN signalling pathway that imparts anti-viral immunity to restrict West Nile virus infection. (Demonstrated in mice)
77617	STAT1	9606	22425562	Histone deacetylase inhibitors prevent IFNG-mediated phosphorylation of STAT1.
77617	STAT1	9606	24449862	TNK1 is a component of the IFN-JAK-STAT signalling cascade and is a critical antiviral host factor where its abundance is inversely correlated to viral replication and contributes to the hepatocytic response to antiviral treatment.
77617	STAT1	9606	25027037	"STAT1 is directly recruited to TRAF6, demonstrating cross-talk between the TLR and JAK/STAT signalling pathways, and this direct activation of STAT1 by TLR signalling suggests a crucial role for STAT1 in TLR-induced inflammation. Demonstrated in mice."
41523	PRKX	9606	25028512	"MAP3K7 (TAK1) Ser412 phosphorylation is regulated by PRKACA and PRKX, and is essential for proper signalling, as well as proinflammatory cytokine induction by TLR/IL-1R activation."
32929	PRKACA	9606	25028512	"MAP3K7 (TAK1) Ser412 phosphorylation is regulated by PRKACA and PRKX, and is essential for proper signalling, as well as proinflammatory cytokine induction by TLR/IL-1R activation."
189693	S1pr1	10090	25024218	"T-cell-intrinsic Mir155 is required for type-2 immunity, in part through regulation of S1pr1, whereas T-cell-intrinsic Mir146 is required to prevent overt Th1/Th17 skewing. "
24257	CXCL2	9606	21757770	CXCL2 is a chemokine secreted by kidney dendritic cells to recruit neutrophils to sites of uropathogenic bacterial infection. (Demonstrated in mouse)
24257	CXCL2	9606	25005359	"Secreted CCNA2 (CCN1) promotes anti-inflammatory cytokine IL10 release from epithelial cells via integrin αVβ6-PKC, and this subsequently suppresses TNF, CXCL2 and neutrophil infiltration in the lungs."
36372	CCNA2	9606	25005359	"Secreted CCNA2 (CCN1) promotes anti-inflammatory cytokine IL10 release from epithelial cells via integrin αVβ6-PKC, and this subsequently suppresses TNF, CXCL2 and neutrophil infiltration in the lungs."
126971	MIR124-1	9606	24995397	"MIR124-1 plays a negative regulatory role in fine-tuning the inflammatory response in alveolar macrophages upon mycobacterial infection, in part by directly targetting TLR signalling."
66003	PIK3CA	9606	17827709	"PIK3CA, as the alpha subunit of PI3K, functions as a negative regulator of TLR signalling. The activation of PIK3CA results in the inhibition of pro-inflammatory events such as expression of IL12 and TNFA."
66003	PIK3CA	9606	20953381	PIK3CA and PIK3CB isoforms of class IA phosphatidylinositol 3-kinase (PI3K) are both required for the pro-inflammatory response to flagellin.
66003	PIK3CA	9606	24996183	MIR203A  accelerates apoptosis in LPS-stimulated alveolar epithelial cells by targeting PIK3CA.
126601	MIR203	9606	22917968	MIR203A post-transcriptionally regulate the pro-inflammatory cytokines TNFalpha and IL24 in keratinocytes.
126601	MIR203	9606	23785202	MIR203A can be induced by IFN in virally infected cells to dampen IFN anti-viral signalling.
126601	MIR203	9606	24996183	MIR203A accelerates apoptosis in LPS-stimulated alveolar epithelial cells by targeting PIK3CA.
189794	Trem1	10090	21555403	"Trem1 expression is upregulated following Pseudomonas aeruginosa infection in the cornea and the inhibition of Trem1 reduces the severity of corneal disease. Trem1 acts as an inflammatory amplifier in P. aeruginosa keratitis by modulating TLR signalling and Th1/Th2 responses.
"
189794	Trem1	10090	21690199	Trem1 expression is induced by vitamin D3 in human bronchial epithelial cells. Activation of TREM1 leads to the induction of human  beta defensin 2 and TNF-alpha mRNA in the airway epithelium. (Demonstrated in human)
189794	Trem1	10090	22459945	Trem1 mediates endotoxin tolerance in monocytes through its ability to induce anti- or pro-inflammatory signals depending on its membrane-bound state. (Demonstrated in human)
189794	Trem1	10090	24752755	Trem1 offers protective innate immunity during pneumococcal pneumonia by enhancing the early immune response of alveolar macrophages.
73653	SAMHD1	9606	21720370	"SAMHD1 is specifically targeted for degradation by human immunodeficiency virus 1 (HIV-1) viral protein VPX, and mutations in SAMHD1 causes Aicardi-Goutieres syndrome, which mimics symptoms of congenital viral infection."
73653	SAMHD1	9606	21613998	SAMHD1 is expressed in dendritic and myeloid cells and acts as an anti-retroviral protein that inhibits the early stages of the viral life cycle. Silencing of SAMHD1 leads to significant accumulation of human immunodeficiency virus 1 (HIV-1) DNA in infected cells.
73653	SAMHD1	9606	22327569	"SAMHD1 inhibits HIV replication by depleting intracellular dNTPs, which are required for viral reverse transcriptase to synthesize viral DNA."
73653	SAMHD1	9606	24753578	Full activation of SAMHD1 involves ordered binding of GTP and substrate dNTPs to activator and substrate sites on the enzyme.
166395	Cxcr2	10090	24651866	"In response to adenovirus infection, the IL1A-IL1R1-CXCR2 signalling axis cooperates with complement to recruit Ly-6G+7/4+ polymorphonuclear leukocytes to the splenic marginal zone (MZ) in the proximity of virus-containing MARCO+ residential MZ macrophages, which are subsequently eliminated."
166395	Cxcr2	10090	24755316	"Fibrates protect against bacteria‐induced sepsis by inhibiting LPS‐mediated ERK phosphorylation and the expression of Adrbk1 (GRK2), thereby preventing Cxcr2 down-regulation on neutrophils."
129419	Adrbk1	9606	24755316	"Fibrates protect against bacteria‐induced sepsis by inhibiting LPS‐mediated ERK phosphorylation and the expression of Adrbk1 (GRK2), thereby preventing Cxcr2 down-regulation on neutrophils."
126375	MIR122	9606	23580661	Circulating MIR122 activates natural killer cells via the TLR1 signalling pathway.
126375	MIR122	9606	24672032	Reduction of MIR122 expression may play a role in the progression of fibrosis in patients with chronic hepatitis C.
127039	hsa-mir-146a	9606	19840932	MIR146A is critical for in vitro monocytic cell-based endotoxin tolerance.
127039	hsa-mir-146a	9606	16885212	MIR146A is involved in control of Toll-like receptor and cytokine signaling through a negative feedback regulation loop involving down-regulation of IL-1 receptor-associated kinase 1 (IRAK1) and TNF receptor-associated factor 6 (TRAF6) protein levels.
127039	hsa-mir-146a	9606	18801740	"MIR146A-mediated and NF-kappaB-sensitive inflammatory circuit was found in Alzheimer disease and in stressed human brain cells.  
"
127039	hsa-mir-146a	9606	19021527	MIR146A expression is driven by the transcription factor NF-kappaB and changes in the expression of hsa-mir-146a have been implicated in both the development of multiple cancers and in the negative regulation of inflammation induced via the innate immune response. 
127039	hsa-mir-146a	9606	19021527	MIR146A negatively regulates the IL-1-beta-induced release of chemokines IL-8 and RANTES. 
127039	hsa-mir-146a	9606	19333922	MIR146A negatively regulates the type I IFN pathway by directly targeting IRF5 and STAT1.
127039	hsa-mir-146a	9606	19596990	"MIR146A feedback inhibits RIG-I-dependent type I IFN production in macrophages by targeting TRAF6, IRAK1, and IRAK2."
127039	hsa-mir-146a	9606	20616571	"MIR146A significantly increases after 24 h stimulation in monocytes from neonate cord blood compared to those derived from adults, suggesting the involvement of microRNA in immune regulation of the innate immune system of neonates."
127039	hsa-mir-146a	9606	20937840	MIR146A-mediated down-regulation of IRAK-1 coupled to an NF-κB-induced up-regulation of IRAK-2 expression drives an extensively sustained inflammatory response.
127039	hsa-mir-146a	9606	20951969	"MIR146A mediates the intestinal epithelial innate immune tolerance during the neonatal period, characterizing tolerance as an active condition involved in the establishment of intestinal mucosal homeostasis."
127039	hsa-mir-146a	9606	21329689	MIR146A negatively regulates both oxidized low-density lipoprotein accumulation and the inflammatory response in macrophages by inhibiting TLR4 and the activation of TLR4-dependent signalling pathways.
